"id" "tipo_local" "cor"
"cpf_1887" "urbano" "parda"
"cpf_1888" "urbano" "preta"
"cpf_1889" "urbano" "preta"
"cpf_1890" "urbano" "preta"
"cpf_1891" "urbano" "parda"
"cpf_1892" "urbano" "preta"
"cpf_1893" "urbano" "branca"
"cpf_1894" "urbano" "parda"
"cpf_1895" "urbano" "branca"
"cpf_1896" "urbano" "parda"
"cpf_1897" "urbano" "parda"
"cpf_1898" "urbano" "branca"
"cpf_1899" "rural" "branca"
"cpf_1900" "rural" "parda"
"cpf_1901" "urbano" "parda"
"cpf_1902" "urbano" "branca"
"cpf_1903" "urbano" "branca"
"cpf_1904" "urbano" "branca"
"cpf_1905" "urbano" "parda"
"cpf_1906" "urbano" "parda"
"cpf_1907" "urbano" "branca"
"cpf_1908" "rural" "parda"
"cpf_1909" "urbano" "branca"
"cpf_1910" "urbano" "parda"
"cpf_1911" "rural" "branca"
"cpf_1912" "urbano" "branca"
"cpf_1913" "urbano" "preta"
"cpf_1914" "urbano" "branca"
"cpf_1915" "rural" "branca"
"cpf_1916" "urbano" "branca"
"cpf_1917" "urbano" "parda"
"cpf_1918" "urbano" "branca"
"cpf_1919" "rural" "branca"
"cpf_1920" "rural" "branca"
"cpf_1921" "urbano" "preta"
"cpf_1922" "urbano" "branca"
"cpf_1923" "urbano" "parda"
"cpf_1924" "rural" "parda"
"cpf_1925" "rural" "branca"
"cpf_1926" "urbano" "preta"
"cpf_1927" "rural" "branca"
"cpf_1928" "urbano" "branca"
"cpf_1929" "urbano" "branca"
"cpf_1930" "urbano" "branca"
"cpf_1931" "urbano" "branca"
"cpf_1932" "urbano" "branca"
"cpf_1933" "urbano" "parda"
"cpf_1934" "urbano" "branca"
"cpf_1935" "urbano" "preta"
"cpf_1936" "urbano" "parda"
"cpf_1937" "urbano" "branca"
"cpf_1938" "urbano" "branca"
"cpf_1939" "urbano" "branca"
"cpf_1940" "rural" "preta"
"cpf_1941" "urbano" "parda"
"cpf_1942" "urbano" "parda"
"cpf_1943" "urbano" "branca"
"cpf_1944" "rural" "branca"
"cpf_1945" "rural" "parda"
"cpf_1946" "rural" "parda"
"cpf_1947" "rural" "branca"
"cpf_1948" "urbano" "parda"
"cpf_1949" "urbano" "parda"
"cpf_1950" "urbano" "branca"
"cpf_1951" "urbano" "preta"
"cpf_1952" "urbano" "branca"
"cpf_1953" "rural" "parda"
"cpf_1954" "urbano" "parda"
"cpf_1955" "urbano" "branca"
"cpf_1956" "urbano" "parda"
"cpf_1957" "urbano" "parda"
"cpf_1958" "urbano" "parda"
"cpf_1959" "urbano" "parda"
"cpf_1960" "urbano" "parda"
"cpf_1961" "urbano" "parda"
"cpf_1962" "urbano" "branca"
"cpf_1963" "urbano" "preta"
"cpf_1964" "urbano" "branca"
"cpf_1965" "urbano" "branca"
"cpf_1966" "urbano" "branca"
"cpf_1967" "urbano" "branca"
"cpf_1968" "urbano" "branca"
"cpf_1969" "urbano" "branca"
"cpf_1970" "urbano" "preta"
"cpf_1971" "urbano" "branca"
"cpf_1972" "urbano" "branca"
"cpf_1973" "rural" "branca"
"cpf_1974" "urbano" "branca"
"cpf_1975" "urbano" "parda"
"cpf_1976" "urbano" "parda"
"cpf_1977" "urbano" "parda"
"cpf_1978" "urbano" "preta"
"cpf_1979" "urbano" "preta"
"cpf_1980" "urbano" "branca"
"cpf_1981" "urbano" "branca"
"cpf_1982" "urbano" "preta"
"cpf_1983" "rural" "branca"
"cpf_1984" "urbano" "preta"
"cpf_1985" "urbano" "branca"
"cpf_1986" "urbano" "branca"
"cpf_1987" "urbano" "parda"
"cpf_1988" "urbano" "parda"
"cpf_1989" "urbano" "preta"
"cpf_1990" "rural" "branca"
"cpf_1991" "urbano" "parda"
"cpf_1992" "urbano" "branca"
"cpf_1993" "urbano" "parda"
"cpf_1994" "urbano" "branca"
"cpf_1995" "urbano" "parda"
"cpf_1996" "urbano" "preta"
"cpf_1997" "urbano" "preta"
"cpf_1998" "urbano" "branca"
"cpf_1999" "rural" "branca"
"cpf_2000" "urbano" "branca"
"cpf_2001" "urbano" "parda"
"cpf_2002" "urbano" "branca"
"cpf_2003" "urbano" "branca"
"cpf_2004" "urbano" "parda"
"cpf_2005" "urbano" "parda"
"cpf_2006" "rural" "branca"
"cpf_2007" "urbano" "branca"
"cpf_2008" "urbano" "branca"
"cpf_2009" "urbano" "branca"
"cpf_2010" "urbano" "branca"
"cpf_2011" "urbano" "parda"
"cpf_2012" "urbano" "parda"
"cpf_2013" "urbano" "preta"
"cpf_2014" "urbano" "branca"
"cpf_2015" "rural" "branca"
"cpf_2016" "urbano" "parda"
"cpf_2017" "urbano" "preta"
"cpf_2018" "urbano" "parda"
"cpf_2019" "urbano" "parda"
"cpf_2020" "urbano" "parda"
"cpf_2021" "urbano" "parda"
"cpf_2022" "urbano" "branca"
"cpf_2023" "urbano" "parda"
"cpf_2024" "urbano" "branca"
"cpf_2025" "urbano" "parda"
"cpf_2026" "urbano" "branca"
"cpf_2027" "urbano" "parda"
"cpf_2028" "urbano" "branca"
"cpf_2029" "urbano" "parda"
"cpf_2030" "urbano" "parda"
"cpf_2031" "urbano" "parda"
"cpf_2032" "urbano" "branca"
"cpf_2033" "urbano" "parda"
"cpf_2034" "urbano" "branca"
"cpf_2035" "urbano" "parda"
"cpf_2036" "urbano" "parda"
"cpf_2037" "urbano" "parda"
"cpf_2038" "rural" "preta"
"cpf_2039" "urbano" "branca"
"cpf_2040" "urbano" "branca"
"cpf_2041" "urbano" "parda"
"cpf_2042" "urbano" "parda"
"cpf_2043" "rural" "parda"
"cpf_2044" "urbano" "preta"
"cpf_2045" "urbano" "preta"
"cpf_2046" "urbano" "branca"
"cpf_2047" "urbano" "branca"
"cpf_2048" "urbano" "branca"
"cpf_2049" "urbano" "parda"
"cpf_2050" "urbano" "parda"
"cpf_2051" "urbano" "branca"
"cpf_2052" "urbano" "branca"
"cpf_2053" "urbano" "branca"
"cpf_2054" "urbano" "parda"
"cpf_2055" "urbano" "parda"
"cpf_2056" "urbano" "preta"
"cpf_2057" "urbano" "branca"
"cpf_2058" "rural" "branca"
"cpf_2059" "urbano" "branca"
"cpf_2060" "urbano" "branca"
"cpf_2061" "urbano" "branca"
"cpf_2062" "urbano" "branca"
"cpf_2063" "urbano" "parda"
"cpf_2064" "urbano" "branca"
"cpf_2065" "urbano" "branca"
"cpf_2066" "urbano" "parda"
"cpf_2067" "rural" "branca"
"cpf_2068" "urbano" "branca"
"cpf_2069" "urbano" "branca"
"cpf_2070" "urbano" "parda"
"cpf_2071" "rural" "parda"
"cpf_2072" "urbano" "parda"
"cpf_2073" "urbano" "parda"
"cpf_2074" "urbano" "parda"
"cpf_2075" "urbano" "parda"
"cpf_2076" "urbano" "branca"
"cpf_2077" "urbano" "parda"
"cpf_2078" "urbano" "parda"
"cpf_2079" "rural" "branca"
"cpf_2080" "rural" "branca"
"cpf_2081" "urbano" "parda"
"cpf_2082" "urbano" "branca"
"cpf_2083" "urbano" "branca"
"cpf_2084" "urbano" "branca"
"cpf_2085" "urbano" "branca"
"cpf_2086" "urbano" "branca"
"cpf_2087" "rural" "parda"
"cpf_2088" "urbano" "parda"
"cpf_2089" "urbano" "preta"
"cpf_2090" "urbano" "branca"
"cpf_2091" "urbano" "branca"
"cpf_2092" "urbano" "branca"
"cpf_2093" "urbano" "branca"
"cpf_2094" "urbano" "parda"
"cpf_2095" "rural" "parda"
"cpf_2096" "rural" "branca"
"cpf_2097" "urbano" "parda"
"cpf_2098" "rural" "branca"
"cpf_2099" "urbano" "parda"
"cpf_2100" "urbano" "parda"
"cpf_2101" "urbano" "parda"
"cpf_2102" "urbano" "branca"
"cpf_2103" "urbano" "branca"
"cpf_2104" "urbano" "branca"
"cpf_2105" "urbano" "branca"
"cpf_2106" "rural" "parda"
"cpf_2107" "urbano" "parda"
"cpf_2108" "urbano" "branca"
"cpf_2109" "urbano" "parda"
"cpf_2110" "urbano" "parda"
"cpf_2111" "urbano" "branca"
"cpf_2112" "urbano" "branca"
"cpf_2113" "urbano" "branca"
"cpf_2114" "rural" "parda"
"cpf_2115" "urbano" "preta"
"cpf_2116" "urbano" "branca"
"cpf_2117" "urbano" "branca"
"cpf_2118" "urbano" "branca"
"cpf_2119" "urbano" "parda"
"cpf_2120" "urbano" "branca"
"cpf_2121" "urbano" "branca"
"cpf_2122" "urbano" "branca"
"cpf_2123" "rural" "parda"
"cpf_2124" "urbano" "parda"
"cpf_2125" "urbano" "branca"
"cpf_2126" "rural" "parda"
"cpf_2127" "urbano" "parda"
"cpf_2128" "urbano" "parda"
"cpf_2129" "urbano" "branca"
"cpf_2130" "urbano" "branca"
"cpf_2131" "rural" "branca"
"cpf_2132" "urbano" "branca"
"cpf_2133" "rural" "branca"
"cpf_2134" "urbano" "branca"
"cpf_2135" "urbano" "parda"
"cpf_2136" "urbano" "branca"
"cpf_2137" "rural" "branca"
"cpf_2138" "rural" "parda"
"cpf_2139" "urbano" "parda"
"cpf_2140" "urbano" "branca"
"cpf_2141" "urbano" "branca"
"cpf_2142" "urbano" "parda"
"cpf_2143" "urbano" "parda"
"cpf_2144" "urbano" "preta"
"cpf_2145" "urbano" "preta"
"cpf_2146" "urbano" "branca"
"cpf_2147" "rural" "preta"
"cpf_2148" "urbano" "parda"
"cpf_2149" "urbano" "preta"
"cpf_2150" "urbano" "parda"
"cpf_2151" "urbano" "parda"
"cpf_2152" "urbano" "parda"
"cpf_2153" "urbano" "branca"
"cpf_2154" "urbano" "parda"
"cpf_2155" "urbano" "parda"
"cpf_2156" "urbano" "branca"
"cpf_2157" "urbano" "parda"
"cpf_2158" "rural" "parda"
"cpf_2159" "urbano" "branca"
"cpf_2160" "urbano" "parda"
"cpf_2161" "urbano" "preta"
"cpf_2162" "urbano" "preta"
"cpf_2163" "urbano" "parda"
"cpf_2164" "urbano" "branca"
"cpf_2165" "urbano" "branca"
"cpf_2166" "urbano" "parda"
"cpf_2167" "rural" "branca"
"cpf_2168" "urbano" "branca"
"cpf_2169" "urbano" "parda"
"cpf_2170" "urbano" "branca"
"cpf_2171" "urbano" "branca"
"cpf_2172" "urbano" "preta"
"cpf_2173" "urbano" "branca"
"cpf_2174" "urbano" "branca"
"cpf_2175" "urbano" "parda"
"cpf_2176" "urbano" "parda"
"cpf_2177" "urbano" "preta"
"cpf_2178" "urbano" "branca"
"cpf_2179" "urbano" "parda"
"cpf_2180" "urbano" "branca"
"cpf_2181" "urbano" "parda"
"cpf_2182" "urbano" "branca"
"cpf_2183" "urbano" "parda"
"cpf_2184" "urbano" "branca"
"cpf_2185" "urbano" "preta"
"cpf_2186" "rural" "branca"
"cpf_2187" "urbano" "parda"
"cpf_2188" "urbano" "branca"
"cpf_2189" "urbano" "parda"
"cpf_2190" "urbano" "branca"
"cpf_2191" "urbano" "parda"
"cpf_2192" "urbano" "branca"
"cpf_2193" "urbano" "branca"
"cpf_2194" "urbano" "branca"
"cpf_2195" "rural" "branca"
"cpf_2196" "urbano" "preta"
"cpf_2197" "urbano" "parda"
"cpf_2198" "urbano" "parda"
"cpf_2199" "urbano" "parda"
"cpf_2200" "urbano" "parda"
"cpf_2201" "urbano" "branca"
"cpf_2202" "urbano" "preta"
"cpf_2203" "urbano" "branca"
"cpf_2204" "urbano" "parda"
"cpf_2205" "urbano" "branca"
"cpf_2206" "urbano" "parda"
"cpf_2207" "urbano" "parda"
"cpf_2208" "urbano" "branca"
"cpf_2209" "urbano" "branca"
"cpf_2210" "urbano" "parda"
"cpf_2211" "urbano" "branca"
"cpf_2212" "urbano" "parda"
"cpf_2213" "urbano" "parda"
"cpf_2214" "urbano" "branca"
"cpf_2215" "urbano" "branca"
"cpf_2216" "urbano" "branca"
"cpf_2217" "urbano" "branca"
"cpf_2218" "urbano" "preta"
"cpf_2219" "urbano" "branca"
"cpf_2220" "urbano" "parda"
"cpf_2221" "rural" "preta"
"cpf_2222" "urbano" "parda"
"cpf_2223" "urbano" "parda"
"cpf_2224" "urbano" "branca"
"cpf_2225" "urbano" "parda"
"cpf_2226" "urbano" "parda"
"cpf_2227" "urbano" "preta"
"cpf_2228" "urbano" "parda"
"cpf_2229" "rural" "parda"
"cpf_2230" "urbano" "branca"
"cpf_2231" "urbano" "parda"
"cpf_2232" "rural" "parda"
"cpf_2233" "urbano" "parda"
"cpf_2234" "urbano" "branca"
"cpf_2235" "urbano" "parda"
"cpf_2236" "urbano" "parda"
"cpf_2237" "urbano" "branca"
"cpf_2238" "urbano" "parda"
"cpf_2239" "rural" "branca"
"cpf_2240" "urbano" "branca"
"cpf_2241" "urbano" "branca"
"cpf_2242" "urbano" "parda"
"cpf_2243" "rural" "branca"
"cpf_2244" "urbano" "branca"
"cpf_2245" "urbano" "preta"
"cpf_2246" "urbano" "preta"
"cpf_2247" "urbano" "parda"
"cpf_2248" "urbano" "parda"
"cpf_2249" "urbano" "parda"
"cpf_2250" "urbano" "branca"
"cpf_2251" "urbano" "branca"
"cpf_2252" "rural" "branca"
"cpf_2253" "urbano" "parda"
"cpf_2254" "urbano" "branca"
"cpf_2255" "urbano" "preta"
"cpf_2256" "urbano" "branca"
"cpf_2257" "urbano" "branca"
"cpf_2258" "rural" "branca"
"cpf_2259" "rural" "parda"
"cpf_2260" "urbano" "parda"
"cpf_2261" "urbano" "parda"
"cpf_2262" "urbano" "parda"
"cpf_2263" "urbano" "parda"
"cpf_2264" "urbano" "parda"
"cpf_2265" "urbano" "parda"
"cpf_2266" "rural" "branca"
"cpf_2267" "urbano" "parda"
"cpf_2268" "urbano" "parda"
"cpf_2269" "urbano" "parda"
"cpf_2270" "urbano" "parda"
"cpf_2271" "urbano" "parda"
"cpf_2272" "urbano" "parda"
"cpf_2273" "urbano" "preta"
"cpf_2274" "rural" "branca"
"cpf_2275" "urbano" "parda"
"cpf_2276" "urbano" "branca"
"cpf_2277" "urbano" "parda"
"cpf_2278" "urbano" "preta"
"cpf_2279" "urbano" "parda"
"cpf_2280" "urbano" "parda"
"cpf_2281" "urbano" "parda"
"cpf_2282" "rural" "parda"
"cpf_2283" "rural" "branca"
"cpf_2284" "urbano" "branca"
"cpf_2285" "urbano" "branca"
"cpf_2286" "urbano" "parda"
"cpf_2287" "urbano" "parda"
"cpf_2288" "urbano" "parda"
"cpf_2289" "urbano" "parda"
"cpf_2290" "urbano" "branca"
"cpf_2291" "urbano" "branca"
"cpf_2292" "urbano" "branca"
"cpf_2293" "urbano" "parda"
"cpf_2294" "urbano" "parda"
"cpf_2295" "rural" "parda"
"cpf_2296" "rural" "branca"
"cpf_2297" "urbano" "parda"
"cpf_2298" "urbano" "parda"
"cpf_2299" "urbano" "branca"
"cpf_2300" "urbano" "parda"
"cpf_2301" "urbano" "parda"
"cpf_2302" "rural" "branca"
"cpf_2303" "urbano" "preta"
"cpf_2304" "urbano" "branca"
"cpf_2305" "urbano" "branca"
"cpf_2306" "rural" "branca"
"cpf_2307" "urbano" "parda"
"cpf_2308" "urbano" "parda"
"cpf_2309" "rural" "parda"
"cpf_2310" "urbano" "parda"
"cpf_2311" "rural" "preta"
"cpf_2312" "urbano" "parda"
"cpf_2313" "urbano" "branca"
"cpf_2314" "urbano" "parda"
"cpf_2315" "urbano" "branca"
"cpf_2316" "urbano" "parda"
"cpf_2317" "rural" "parda"
"cpf_2318" "rural" "branca"
"cpf_2319" "urbano" "branca"
"cpf_2320" "urbano" "parda"
"cpf_2321" "urbano" "preta"
"cpf_2322" "urbano" "branca"
"cpf_2323" "urbano" "parda"
"cpf_2324" "urbano" "branca"
"cpf_2325" "urbano" "parda"
"cpf_2326" "urbano" "branca"
"cpf_2327" "urbano" "parda"
"cpf_2328" "urbano" "parda"
"cpf_2329" "rural" "branca"
"cpf_2330" "urbano" "preta"
"cpf_2331" "urbano" "parda"
"cpf_2332" "urbano" "branca"
"cpf_2333" "urbano" "branca"
"cpf_2334" "rural" "branca"
"cpf_2335" "urbano" "branca"
"cpf_2336" "rural" "parda"
"cpf_2337" "urbano" "branca"
"cpf_2338" "urbano" "parda"
"cpf_2339" "urbano" "branca"
"cpf_2340" "urbano" "parda"
"cpf_2341" "urbano" "branca"
"cpf_2342" "urbano" "branca"
"cpf_2343" "urbano" "branca"
"cpf_2344" "urbano" "branca"
"cpf_2345" "urbano" "branca"
"cpf_2346" "urbano" "preta"
"cpf_2347" "urbano" "parda"
"cpf_2348" "urbano" "branca"
"cpf_2349" "urbano" "branca"
"cpf_2350" "urbano" "branca"
"cpf_2351" "urbano" "parda"
"cpf_2352" "urbano" "parda"
"cpf_2353" "urbano" "parda"
"cpf_2354" "urbano" "parda"
"cpf_2355" "urbano" "branca"
"cpf_2356" "urbano" "branca"
"cpf_2357" "rural" "branca"
"cpf_2358" "urbano" "branca"
"cpf_2359" "urbano" "preta"
"cpf_2360" "urbano" "parda"
"cpf_2361" "urbano" "parda"
"cpf_2362" "urbano" "branca"
"cpf_2363" "urbano" "branca"
"cpf_2364" "urbano" "parda"
"cpf_2365" "urbano" "parda"
"cpf_2366" "urbano" "branca"
"cpf_2367" "urbano" "preta"
"cpf_2368" "urbano" "parda"
"cpf_2369" "urbano" "parda"
"cpf_2370" "urbano" "branca"
"cpf_2371" "urbano" "branca"
"cpf_2372" "urbano" "branca"
"cpf_2373" "rural" "branca"
"cpf_2374" "urbano" "branca"
"cpf_2375" "urbano" "parda"
"cpf_2376" "urbano" "parda"
"cpf_2377" "urbano" "branca"
"cpf_2378" "urbano" "branca"
"cpf_2379" "urbano" "branca"
"cpf_2380" "urbano" "parda"
"cpf_2381" "urbano" "parda"
"cpf_2382" "urbano" "parda"
"cpf_2383" "urbano" "branca"
"cpf_2384" "urbano" "branca"
"cpf_2385" "urbano" "parda"
"cpf_2386" "rural" "branca"
"cpf_2387" "urbano" "branca"
"cpf_2388" "urbano" "parda"
"cpf_2389" "urbano" "preta"
"cpf_2390" "urbano" "branca"
"cpf_2391" "urbano" "parda"
"cpf_2392" "urbano" "branca"
"cpf_2393" "urbano" "branca"
"cpf_2394" "rural" "branca"
"cpf_2395" "rural" "parda"
"cpf_2396" "urbano" "parda"
"cpf_2397" "urbano" "branca"
"cpf_2398" "rural" "parda"
"cpf_2399" "urbano" "branca"
"cpf_2400" "urbano" "parda"
"cpf_2401" "rural" "parda"
"cpf_2402" "urbano" "parda"
"cpf_2403" "rural" "parda"
"cpf_2404" "urbano" "branca"
"cpf_2405" "urbano" "parda"
"cpf_2406" "urbano" "parda"
"cpf_2407" "urbano" "parda"
"cpf_2408" "urbano" "branca"
"cpf_2409" "rural" "branca"
"cpf_2410" "urbano" "branca"
"cpf_2411" "rural" "parda"
"cpf_2412" "urbano" "branca"
"cpf_2413" "rural" "branca"
"cpf_2414" "rural" "branca"
"cpf_2415" "rural" "branca"
"cpf_2416" "rural" "branca"
"cpf_2417" "urbano" "branca"
"cpf_2418" "urbano" "branca"
"cpf_2419" "urbano" "preta"
"cpf_2420" "urbano" "branca"
"cpf_2421" "urbano" "parda"
"cpf_2422" "urbano" "branca"
"cpf_2423" "urbano" "parda"
"cpf_2424" "urbano" "parda"
"cpf_2425" "urbano" "branca"
"cpf_2426" "rural" "parda"
"cpf_2427" "urbano" "parda"
"cpf_2428" "urbano" "preta"
"cpf_2429" "urbano" "branca"
"cpf_2430" "urbano" "parda"
"cpf_2431" "urbano" "parda"
"cpf_2432" "urbano" "branca"
"cpf_2433" "rural" "branca"
"cpf_2434" "rural" "branca"
"cpf_2435" "rural" "parda"
"cpf_2436" "urbano" "parda"
"cpf_2437" "urbano" "parda"
"cpf_2438" "urbano" "parda"
"cpf_2439" "urbano" "branca"
"cpf_2440" "rural" "branca"
"cpf_2441" "urbano" "branca"
"cpf_2442" "urbano" "parda"
"cpf_2443" "urbano" "branca"
"cpf_2444" "urbano" "branca"
"cpf_2445" "urbano" "preta"
"cpf_2446" "urbano" "branca"
"cpf_2447" "urbano" "parda"
"cpf_2448" "urbano" "parda"
"cpf_2449" "urbano" "parda"
"cpf_2450" "urbano" "parda"
"cpf_2451" "urbano" "parda"
"cpf_2452" "urbano" "parda"
"cpf_2453" "urbano" "parda"
"cpf_2454" "urbano" "parda"
"cpf_2455" "urbano" "branca"
"cpf_2456" "urbano" "branca"
"cpf_2457" "urbano" "parda"
"cpf_2458" "urbano" "parda"
"cpf_2459" "urbano" "parda"
"cpf_2460" "urbano" "branca"
"cpf_2461" "urbano" "preta"
"cpf_2462" "urbano" "parda"
"cpf_2463" "urbano" "branca"
"cpf_2464" "urbano" "branca"
"cpf_2465" "urbano" "branca"
"cpf_2466" "urbano" "parda"
"cpf_2467" "urbano" "parda"
"cpf_2468" "urbano" "branca"
"cpf_2469" "urbano" "parda"
"cpf_2470" "urbano" "preta"
"cpf_2471" "urbano" "branca"
"cpf_2472" "urbano" "branca"
"cpf_2473" "urbano" "branca"
"cpf_2474" "rural" "parda"
"cpf_2475" "urbano" "parda"
"cpf_2476" "urbano" "branca"
"cpf_2477" "urbano" "branca"
"cpf_2478" "rural" "parda"
"cpf_2479" "urbano" "branca"
"cpf_2480" "urbano" "branca"
"cpf_2481" "urbano" "branca"
"cpf_2482" "urbano" "parda"
"cpf_2483" "urbano" "parda"
"cpf_2484" "rural" "parda"
"cpf_2485" "rural" "parda"
"cpf_2486" "rural" "parda"
"cpf_2487" "urbano" "parda"
"cpf_2488" "urbano" "parda"
"cpf_2489" "urbano" "parda"
"cpf_2490" "urbano" "preta"
"cpf_2491" "urbano" "preta"
"cpf_2492" "urbano" "branca"
"cpf_2493" "rural" "branca"
"cpf_2494" "urbano" "preta"
"cpf_2495" "urbano" "preta"
"cpf_2496" "rural" "parda"
"cpf_2497" "rural" "parda"
"cpf_2498" "urbano" "branca"
"cpf_2499" "urbano" "branca"
"cpf_2500" "urbano" "parda"
"cpf_2501" "urbano" "branca"
"cpf_2502" "rural" "branca"
"cpf_2503" "urbano" "branca"
"cpf_2504" "urbano" "parda"
"cpf_2505" "urbano" "branca"
"cpf_2506" "urbano" "branca"
"cpf_2507" "rural" "parda"
"cpf_2508" "urbano" "parda"
"cpf_2509" "rural" "parda"
"cpf_2510" "rural" "parda"
"cpf_2511" "urbano" "parda"
"cpf_2512" "urbano" "parda"
"cpf_2513" "rural" "parda"
"cpf_2514" "urbano" "branca"
"cpf_2515" "urbano" "parda"
"cpf_2516" "urbano" "branca"
"cpf_2517" "urbano" "branca"
"cpf_2518" "urbano" "branca"
"cpf_2519" "rural" "parda"
"cpf_2520" "urbano" "preta"
"cpf_2521" "urbano" "branca"
"cpf_2522" "urbano" "branca"
"cpf_2523" "urbano" "preta"
"cpf_2524" "urbano" "branca"
"cpf_2525" "urbano" "parda"
"cpf_2526" "urbano" "branca"
"cpf_2527" "urbano" "branca"
"cpf_2528" "urbano" "parda"
"cpf_2529" "urbano" "branca"
"cpf_2530" "urbano" "parda"
"cpf_2531" "urbano" "parda"
"cpf_2532" "urbano" "parda"
"cpf_2533" "urbano" "parda"
"cpf_2534" "urbano" "branca"
"cpf_2535" "urbano" "parda"
"cpf_2536" "urbano" "parda"
"cpf_2537" "urbano" "branca"
"cpf_2538" "urbano" "parda"
"cpf_2539" "urbano" "parda"
"cpf_2540" "urbano" "parda"
"cpf_2541" "rural" "branca"
"cpf_2542" "rural" "branca"
"cpf_2543" "urbano" "branca"
"cpf_2544" "urbano" "branca"
"cpf_2545" "urbano" "branca"
"cpf_2546" "urbano" "parda"
"cpf_2547" "urbano" "parda"
"cpf_2548" "urbano" "branca"
"cpf_2549" "urbano" "branca"
"cpf_2550" "rural" "parda"
"cpf_2551" "urbano" "parda"
"cpf_2552" "urbano" "branca"
"cpf_2553" "urbano" "branca"
"cpf_2554" "urbano" "branca"
"cpf_2555" "urbano" "branca"
"cpf_2556" "urbano" "branca"
"cpf_2557" "rural" "branca"
"cpf_2558" "urbano" "parda"
"cpf_2559" "urbano" "branca"
"cpf_2560" "urbano" "parda"
"cpf_2561" "urbano" "branca"
"cpf_2562" "urbano" "branca"
"cpf_2563" "rural" "parda"
"cpf_2564" "urbano" "parda"
"cpf_2565" "urbano" "branca"
"cpf_2566" "urbano" "branca"
"cpf_2567" "urbano" "parda"
"cpf_2568" "rural" "preta"
"cpf_2569" "urbano" "parda"
"cpf_2570" "urbano" "branca"
"cpf_2571" "urbano" "branca"
"cpf_2572" "urbano" "parda"
"cpf_2573" "urbano" "branca"
"cpf_2574" "urbano" "branca"
"cpf_2575" "urbano" "branca"
"cpf_2576" "urbano" "parda"
"cpf_2577" "rural" "branca"
"cpf_2578" "urbano" "branca"
"cpf_2579" "rural" "branca"
"cpf_2580" "rural" "parda"
"cpf_2581" "urbano" "preta"
"cpf_2582" "urbano" "branca"
"cpf_2583" "urbano" "parda"
"cpf_2584" "urbano" "parda"
"cpf_2585" "urbano" "parda"
"cpf_2586" "urbano" "preta"
"cpf_2587" "urbano" "branca"
"cpf_2588" "urbano" "branca"
"cpf_2589" "urbano" "parda"
"cpf_2590" "urbano" "parda"
"cpf_2591" "urbano" "parda"
"cpf_2592" "urbano" "branca"
"cpf_2593" "urbano" "parda"
"cpf_2594" "urbano" "branca"
"cpf_2595" "urbano" "branca"
"cpf_2596" "rural" "parda"
"cpf_2597" "urbano" "branca"
"cpf_2598" "urbano" "branca"
"cpf_2599" "urbano" "branca"
"cpf_2600" "rural" "parda"
"cpf_2601" "urbano" "branca"
"cpf_2602" "urbano" "parda"
"cpf_2603" "urbano" "parda"
"cpf_2604" "urbano" "branca"
"cpf_2605" "rural" "parda"
"cpf_2606" "urbano" "branca"
"cpf_2607" "urbano" "parda"
"cpf_2608" "urbano" "branca"
"cpf_2609" "urbano" "parda"
"cpf_2610" "urbano" "branca"
"cpf_2611" "urbano" "branca"
"cpf_2612" "urbano" "parda"
"cpf_2613" "urbano" "branca"
"cpf_2614" "urbano" "branca"
"cpf_2615" "urbano" "parda"
"cpf_2616" "urbano" "branca"
"cpf_2617" "urbano" "branca"
"cpf_2618" "urbano" "branca"
"cpf_2619" "urbano" "parda"
"cpf_2620" "urbano" "branca"
"cpf_2621" "rural" "branca"
"cpf_2622" "urbano" "branca"
"cpf_2623" "urbano" "parda"
"cpf_2624" "rural" "branca"
"cpf_2625" "urbano" "parda"
"cpf_2626" "urbano" "branca"
"cpf_2627" "rural" "branca"
"cpf_2628" "urbano" "parda"
"cpf_2629" "urbano" "branca"
"cpf_2630" "rural" "parda"
"cpf_2631" "urbano" "parda"
"cpf_2632" "urbano" "parda"
"cpf_2633" "rural" "branca"
"cpf_2634" "urbano" "parda"
"cpf_2635" "urbano" "parda"
"cpf_2636" "rural" "parda"
"cpf_2637" "urbano" "parda"
"cpf_2638" "urbano" "preta"
"cpf_2639" "urbano" "preta"
"cpf_2640" "rural" "branca"
"cpf_2641" "urbano" "branca"
"cpf_2642" "urbano" "parda"
"cpf_2643" "urbano" "branca"
"cpf_2644" "urbano" "preta"
"cpf_2645" "urbano" "parda"
"cpf_2646" "urbano" "branca"
"cpf_2647" "urbano" "branca"
"cpf_2648" "rural" "preta"
"cpf_2649" "rural" "parda"
"cpf_2650" "rural" "branca"
"cpf_2651" "urbano" "branca"
"cpf_2652" "rural" "preta"
"cpf_2653" "urbano" "preta"
"cpf_2654" "urbano" "parda"
"cpf_2655" "urbano" "preta"
"cpf_2656" "urbano" "branca"
"cpf_2657" "urbano" "preta"
"cpf_2658" "urbano" "branca"
"cpf_2659" "urbano" "preta"
"cpf_2660" "urbano" "branca"
"cpf_2661" "rural" "parda"
"cpf_2662" "urbano" "branca"
"cpf_2663" "rural" "branca"
"cpf_2664" "urbano" "branca"
"cpf_2665" "urbano" "branca"
"cpf_2666" "urbano" "parda"
"cpf_2667" "urbano" "preta"
"cpf_2668" "urbano" "branca"
"cpf_2669" "urbano" "parda"
"cpf_2670" "urbano" "preta"
