"id";"tipo_local"
"cpf_3524";"urbano"
"cpf_3525";"urbano"
"cpf_3526";"urbano"
"cpf_3527";"rural"
"cpf_3528";"urbano"
"cpf_3529";"urbano"
"cpf_3530";"urbano"
"cpf_3531";"urbano"
"cpf_3532";"urbano"
"cpf_3533";"urbano"
"cpf_3534";"urbano"
"cpf_3535";"rural"
"cpf_3536";"urbano"
"cpf_3537";"urbano"
"cpf_3538";"urbano"
"cpf_3539";"urbano"
"cpf_3540";"urbano"
"cpf_3541";"urbano"
"cpf_3542";"urbano"
"cpf_3543";"urbano"
"cpf_3544";"urbano"
"cpf_3545";"urbano"
"cpf_3546";"rural"
"cpf_3547";"urbano"
"cpf_3548";"urbano"
"cpf_3549";"rural"
"cpf_3550";"urbano"
"cpf_3551";"urbano"
"cpf_3552";"urbano"
"cpf_3553";"urbano"
"cpf_3554";"rural"
"cpf_3555";"urbano"
"cpf_3556";"urbano"
"cpf_3557";"urbano"
"cpf_3558";"rural"
"cpf_3559";"urbano"
"cpf_3560";"urbano"
"cpf_3561";"urbano"
"cpf_3562";"urbano"
"cpf_3563";"urbano"
"cpf_3564";"urbano"
"cpf_3565";"urbano"
"cpf_3566";"urbano"
"cpf_3567";"urbano"
"cpf_3568";"urbano"
"cpf_3569";"urbano"
"cpf_3570";"urbano"
"cpf_3571";"urbano"
"cpf_3572";"urbano"
"cpf_3573";"urbano"
"cpf_3574";"urbano"
"cpf_3575";"rural"
"cpf_3576";"urbano"
"cpf_3577";"urbano"
"cpf_3578";"urbano"
"cpf_3579";"urbano"
"cpf_3580";"urbano"
"cpf_3581";"urbano"
"cpf_3582";"urbano"
"cpf_3583";"urbano"
"cpf_3584";"urbano"
"cpf_3585";"rural"
"cpf_3586";"urbano"
"cpf_3587";"urbano"
"cpf_3588";"urbano"
"cpf_3589";"urbano"
"cpf_3590";"urbano"
"cpf_3591";"urbano"
"cpf_3592";"urbano"
"cpf_3593";"urbano"
"cpf_3594";"urbano"
"cpf_3595";"rural"
"cpf_3596";"urbano"
"cpf_3597";"urbano"
"cpf_3598";"urbano"
"cpf_3599";"urbano"
"cpf_3600";"urbano"
"cpf_3601";"urbano"
"cpf_3602";"rural"
"cpf_3603";"rural"
"cpf_3604";"urbano"
"cpf_3605";"urbano"
"cpf_3606";"urbano"
"cpf_3607";"rural"
"cpf_3608";"urbano"
"cpf_3609";"urbano"
"cpf_3610";"urbano"
"cpf_3611";"urbano"
"cpf_3612";"urbano"
"cpf_3613";"urbano"
"cpf_3614";"urbano"
"cpf_3615";"urbano"
"cpf_3616";"rural"
"cpf_3617";"urbano"
"cpf_3618";"rural"
"cpf_3619";"rural"
"cpf_3620";"urbano"
"cpf_3621";"urbano"
"cpf_3622";"urbano"
"cpf_3623";"urbano"
"cpf_3624";"urbano"
"cpf_3625";"rural"
"cpf_3626";"urbano"
"cpf_3627";"urbano"
"cpf_3628";"urbano"
"cpf_3629";"rural"
"cpf_3630";"urbano"
"cpf_3631";"urbano"
"cpf_3632";"urbano"
"cpf_3633";"urbano"
"cpf_3634";"urbano"
"cpf_3635";"urbano"
"cpf_3636";"urbano"
"cpf_3637";"urbano"
"cpf_3638";"urbano"
"cpf_3639";"urbano"
"cpf_3640";"urbano"
"cpf_3641";"urbano"
"cpf_3642";"urbano"
"cpf_3643";"urbano"
"cpf_3644";"rural"
"cpf_3645";"urbano"
"cpf_3646";"urbano"
"cpf_3647";"urbano"
"cpf_3648";"urbano"
"cpf_3649";"urbano"
"cpf_3650";"rural"
"cpf_3651";"urbano"
"cpf_3652";"urbano"
"cpf_3653";"urbano"
"cpf_3654";"urbano"
"cpf_3655";"urbano"
"cpf_3656";"rural"
"cpf_3657";"urbano"
"cpf_3658";"urbano"
"cpf_3659";"urbano"
"cpf_3660";"urbano"
"cpf_3661";"urbano"
"cpf_3662";"urbano"
"cpf_3663";"urbano"
"cpf_3664";"rural"
"cpf_3665";"urbano"
"cpf_3666";"urbano"
"cpf_3667";"urbano"
"cpf_3668";"rural"
"cpf_3669";"urbano"
"cpf_3670";"urbano"
"cpf_3671";"urbano"
"cpf_3672";"urbano"
"cpf_3673";"urbano"
"cpf_3674";"urbano"
"cpf_3675";"urbano"
"cpf_3676";"rural"
"cpf_3677";"urbano"
"cpf_3678";"urbano"
"cpf_3679";"rural"
"cpf_3680";"urbano"
"cpf_3681";"rural"
"cpf_3682";"urbano"
"cpf_3683";"urbano"
"cpf_3684";"urbano"
"cpf_3685";"urbano"
"cpf_3686";"urbano"
"cpf_3687";"urbano"
"cpf_3688";"urbano"
"cpf_3689";"urbano"
"cpf_3690";"rural"
"cpf_3691";"rural"
"cpf_3692";"rural"
"cpf_3693";"urbano"
"cpf_3694";"urbano"
"cpf_3695";"rural"
"cpf_3696";"urbano"
"cpf_3697";"urbano"
"cpf_3698";"urbano"
"cpf_3699";"urbano"
"cpf_3700";"urbano"
"cpf_3701";"urbano"
"cpf_3702";"urbano"
"cpf_3703";"rural"
"cpf_3704";"rural"
"cpf_3705";"urbano"
"cpf_3706";"urbano"
"cpf_3707";"urbano"
"cpf_3708";"urbano"
"cpf_3709";"urbano"
"cpf_3710";"urbano"
"cpf_3711";"urbano"
"cpf_3712";"urbano"
"cpf_3713";"urbano"
"cpf_3714";"urbano"
"cpf_3715";"urbano"
"cpf_3716";"urbano"
"cpf_3717";"rural"
"cpf_3718";"urbano"
"cpf_3719";"urbano"
"cpf_3720";"urbano"
"cpf_3721";"urbano"
"cpf_3722";"urbano"
"cpf_3723";"urbano"
"cpf_3724";"urbano"
"cpf_3725";"urbano"
"cpf_3726";"rural"
"cpf_3727";"urbano"
"cpf_3728";"rural"
"cpf_3729";"urbano"
"cpf_3730";"rural"
"cpf_3731";"urbano"
"cpf_3732";"urbano"
"cpf_3733";"urbano"
"cpf_3734";"urbano"
"cpf_3735";"urbano"
"cpf_3736";"urbano"
"cpf_3737";"urbano"
"cpf_3738";"urbano"
"cpf_3739";"urbano"
"cpf_3740";"urbano"
"cpf_3741";"urbano"
"cpf_3742";"urbano"
"cpf_3743";"urbano"
"cpf_3744";"urbano"
"cpf_3745";"urbano"
"cpf_3746";"urbano"
"cpf_3747";"urbano"
"cpf_3748";"urbano"
"cpf_3749";"urbano"
"cpf_3750";"urbano"
"cpf_3751";"urbano"
"cpf_3752";"urbano"
"cpf_3753";"urbano"
"cpf_3754";"urbano"
"cpf_3755";"rural"
"cpf_3756";"urbano"
"cpf_3757";"urbano"
"cpf_3758";"urbano"
"cpf_3759";"rural"
"cpf_3760";"rural"
"cpf_3761";"rural"
"cpf_3762";"rural"
"cpf_3763";"urbano"
"cpf_3764";"urbano"
"cpf_3765";"urbano"
"cpf_3766";"urbano"
"cpf_3767";"rural"
"cpf_3768";"rural"
"cpf_3769";"urbano"
"cpf_3770";"urbano"
"cpf_3771";"urbano"
"cpf_3772";"urbano"
"cpf_3773";"rural"
"cpf_3774";"urbano"
"cpf_3775";"urbano"
"cpf_3776";"rural"
"cpf_3777";"urbano"
"cpf_3778";"urbano"
"cpf_3779";"urbano"
"cpf_3780";"rural"
"cpf_3781";"rural"
"cpf_3782";"urbano"
"cpf_3783";"urbano"
"cpf_3784";"urbano"
"cpf_3785";"urbano"
"cpf_3786";"urbano"
"cpf_3787";"urbano"
"cpf_3788";"rural"
"cpf_3789";"urbano"
"cpf_3790";"urbano"
"cpf_3791";"urbano"
"cpf_3792";"urbano"
"cpf_3793";"rural"
"cpf_3794";"rural"
"cpf_3795";"rural"
"cpf_3796";"urbano"
"cpf_3797";"urbano"
"cpf_3798";"urbano"
"cpf_3799";"urbano"
"cpf_3800";"rural"
"cpf_3801";"urbano"
"cpf_3802";"urbano"
"cpf_3803";"urbano"
"cpf_3804";"urbano"
"cpf_3805";"urbano"
"cpf_3806";"urbano"
"cpf_3807";"urbano"
"cpf_3808";"urbano"
"cpf_3809";"rural"
"cpf_3810";"urbano"
"cpf_3811";"urbano"
"cpf_3812";"rural"
"cpf_3813";"urbano"
"cpf_3814";"urbano"
"cpf_3815";"urbano"
"cpf_3816";"urbano"
"cpf_3817";"urbano"
"cpf_3818";"urbano"
"cpf_3819";"urbano"
"cpf_3820";"urbano"
"cpf_3821";"urbano"
"cpf_3822";"rural"
"cpf_3823";"urbano"
"cpf_3824";"urbano"
"cpf_3825";"urbano"
"cpf_3826";"rural"
"cpf_3827";"urbano"
"cpf_3828";"urbano"
"cpf_3829";"urbano"
"cpf_3830";"urbano"
"cpf_3831";"urbano"
"cpf_3832";"urbano"
"cpf_3833";"urbano"
"cpf_3834";"rural"
"cpf_3835";"urbano"
"cpf_3836";"urbano"
"cpf_3837";"urbano"
"cpf_3838";"urbano"
"cpf_3839";"urbano"
"cpf_3840";"rural"
"cpf_3841";"urbano"
"cpf_3842";"urbano"
"cpf_3843";"urbano"
"cpf_3844";"urbano"
"cpf_3845";"urbano"
"cpf_3846";"urbano"
"cpf_3847";"urbano"
"cpf_3848";"urbano"
"cpf_3849";"urbano"
"cpf_3850";"urbano"
"cpf_3851";"urbano"
"cpf_3852";"urbano"
"cpf_3853";"urbano"
"cpf_3854";"urbano"
"cpf_3855";"urbano"
"cpf_3856";"urbano"
"cpf_3857";"urbano"
"cpf_3858";"urbano"
"cpf_3859";"urbano"
"cpf_3860";"urbano"
"cpf_3861";"urbano"
"cpf_3862";"urbano"
"cpf_3863";"urbano"
"cpf_3864";"rural"
"cpf_3865";"urbano"
"cpf_3866";"urbano"
"cpf_3867";"urbano"
"cpf_3868";"rural"
"cpf_3869";"urbano"
"cpf_3870";"urbano"
"cpf_3871";"urbano"
"cpf_3872";"urbano"
"cpf_3873";"urbano"
"cpf_3874";"urbano"
"cpf_3875";"urbano"
"cpf_3876";"rural"
"cpf_3877";"rural"
"cpf_3878";"rural"
"cpf_3879";"rural"
"cpf_3880";"urbano"
"cpf_3881";"urbano"
"cpf_3882";"rural"
"cpf_3883";"urbano"
"cpf_3884";"urbano"
"cpf_3885";"urbano"
"cpf_3886";"urbano"
"cpf_3887";"urbano"
"cpf_3888";"urbano"
"cpf_3889";"urbano"
"cpf_3890";"urbano"
"cpf_3891";"urbano"
"cpf_3892";"rural"
"cpf_3893";"urbano"
"cpf_3894";"urbano"
"cpf_3895";"urbano"
"cpf_3896";"urbano"
"cpf_3897";"urbano"
"cpf_3898";"urbano"
"cpf_3899";"urbano"
"cpf_3900";"urbano"
"cpf_3901";"urbano"
"cpf_3902";"urbano"
"cpf_3903";"urbano"
"cpf_3904";"urbano"
"cpf_3905";"urbano"
"cpf_3906";"urbano"
"cpf_3907";"urbano"
"cpf_3908";"urbano"
"cpf_3909";"urbano"
"cpf_3910";"urbano"
"cpf_3911";"urbano"
"cpf_3912";"urbano"
"cpf_3913";"urbano"
"cpf_3914";"rural"
"cpf_3915";"rural"
"cpf_3916";"urbano"
"cpf_3917";"urbano"
"cpf_3918";"urbano"
"cpf_3919";"urbano"
"cpf_3920";"urbano"
"cpf_3921";"urbano"
"cpf_3922";"urbano"
"cpf_3923";"urbano"
"cpf_3924";"urbano"
"cpf_3925";"urbano"
"cpf_3926";"urbano"
"cpf_3927";"rural"
"cpf_3928";"urbano"
"cpf_3929";"urbano"
"cpf_3930";"urbano"
"cpf_3931";"urbano"
"cpf_3932";"urbano"
"cpf_3933";"urbano"
"cpf_3934";"urbano"
"cpf_3935";"urbano"
"cpf_3936";"urbano"
"cpf_3937";"urbano"
"cpf_3938";"urbano"
"cpf_3939";"urbano"
"cpf_3940";"urbano"
"cpf_3941";"urbano"
"cpf_3942";"urbano"
"cpf_3943";"urbano"
"cpf_3944";"urbano"
"cpf_3945";"urbano"
"cpf_3946";"urbano"
"cpf_3947";"urbano"
"cpf_3948";"rural"
"cpf_3949";"urbano"
"cpf_3950";"urbano"
"cpf_3951";"rural"
"cpf_3952";"rural"
"cpf_3953";"urbano"
"cpf_3954";"urbano"
"cpf_3955";"urbano"
"cpf_3956";"urbano"
"cpf_3957";"urbano"
"cpf_3958";"rural"
"cpf_3959";"urbano"
"cpf_3960";"urbano"
"cpf_3961";"urbano"
"cpf_3962";"urbano"
"cpf_3963";"urbano"
"cpf_3964";"urbano"
"cpf_3965";"urbano"
"cpf_3966";"urbano"
"cpf_3967";"urbano"
"cpf_3968";"rural"
"cpf_3969";"urbano"
"cpf_3970";"urbano"
"cpf_3971";"urbano"
"cpf_3972";"urbano"
"cpf_3973";"urbano"
"cpf_3974";"urbano"
"cpf_3975";"urbano"
"cpf_3976";"urbano"
"cpf_3977";"urbano"
"cpf_3978";"urbano"
"cpf_3979";"urbano"
"cpf_3980";"urbano"
"cpf_3981";"urbano"
"cpf_3982";"rural"
"cpf_3983";"rural"
"cpf_3984";"urbano"
"cpf_3985";"urbano"
"cpf_3986";"urbano"
"cpf_3987";"rural"
"cpf_3988";"rural"
"cpf_3989";"urbano"
"cpf_3990";"urbano"
"cpf_3991";"urbano"
"cpf_3992";"urbano"
"cpf_3993";"rural"
"cpf_3994";"urbano"
"cpf_3995";"urbano"
"cpf_3996";"urbano"
"cpf_3997";"rural"
"cpf_3998";"urbano"
"cpf_3999";"urbano"
"cpf_4000";"rural"
"cpf_4001";"urbano"
"cpf_4002";"urbano"
"cpf_4003";"rural"
"cpf_4004";"urbano"
"cpf_4005";"urbano"
"cpf_4006";"rural"
"cpf_4007";"urbano"
"cpf_4008";"rural"
"cpf_4009";"urbano"
"cpf_4010";"urbano"
"cpf_4011";"rural"
"cpf_4012";"urbano"
"cpf_4013";"urbano"
"cpf_4014";"urbano"
"cpf_4015";"urbano"
"cpf_4016";"urbano"
"cpf_4017";"urbano"
"cpf_4018";"urbano"
"cpf_4019";"urbano"
"cpf_4020";"urbano"
"cpf_4021";"urbano"
"cpf_4022";"rural"
"cpf_4023";"urbano"
"cpf_4024";"rural"
"cpf_4025";"urbano"
"cpf_4026";"urbano"
"cpf_4027";"urbano"
"cpf_4028";"rural"
"cpf_4029";"urbano"
"cpf_4030";"urbano"
"cpf_4031";"rural"
"cpf_4032";"urbano"
"cpf_4033";"urbano"
"cpf_4034";"urbano"
"cpf_4035";"rural"
"cpf_4036";"urbano"
"cpf_4037";"urbano"
"cpf_4038";"urbano"
"cpf_4039";"urbano"
"cpf_4040";"rural"
"cpf_4041";"urbano"
"cpf_4042";"urbano"
"cpf_4043";"urbano"
"cpf_4044";"urbano"
"cpf_4045";"urbano"
"cpf_4046";"urbano"
"cpf_4047";"urbano"
"cpf_4048";"urbano"
"cpf_4049";"urbano"
"cpf_4050";"urbano"
"cpf_4051";"urbano"
"cpf_4052";"urbano"
"cpf_4053";"urbano"
"cpf_4054";"rural"
"cpf_4055";"urbano"
"cpf_4056";"urbano"
"cpf_4057";"urbano"
"cpf_4058";"urbano"
"cpf_4059";"urbano"
"cpf_4060";"urbano"
"cpf_4061";"urbano"
"cpf_4062";"rural"
"cpf_4063";"urbano"
"cpf_4064";"urbano"
"cpf_4065";"urbano"
"cpf_4066";"urbano"
"cpf_4067";"urbano"
"cpf_4068";"urbano"
"cpf_4069";"urbano"
"cpf_4070";"rural"
"cpf_4071";"urbano"
"cpf_4072";"urbano"
"cpf_4073";"urbano"
"cpf_4074";"rural"
"cpf_4075";"urbano"
"cpf_4076";"urbano"
"cpf_4077";"urbano"
"cpf_4078";"rural"
"cpf_4079";"urbano"
"cpf_4080";"urbano"
"cpf_4081";"urbano"
"cpf_4082";"urbano"
"cpf_4083";"urbano"
"cpf_4084";"urbano"
"cpf_4085";"urbano"
"cpf_4086";"urbano"
"cpf_4087";"rural"
"cpf_4088";"urbano"
"cpf_4089";"rural"
"cpf_4090";"urbano"
"cpf_4091";"urbano"
"cpf_4092";"urbano"
"cpf_4093";"urbano"
"cpf_4094";"urbano"
"cpf_4095";"urbano"
"cpf_4096";"urbano"
"cpf_4097";"urbano"
"cpf_4098";"urbano"
"cpf_4099";"urbano"
"cpf_4100";"urbano"
"cpf_4101";"urbano"
"cpf_4102";"urbano"
"cpf_4103";"urbano"
"cpf_4104";"rural"
"cpf_4105";"rural"
"cpf_4106";"urbano"
"cpf_4107";"rural"
"cpf_4108";"urbano"
"cpf_4109";"urbano"
"cpf_4110";"urbano"
"cpf_4111";"urbano"
"cpf_4112";"urbano"
"cpf_4113";"urbano"
"cpf_4114";"urbano"
"cpf_4115";"urbano"
"cpf_4116";"urbano"
"cpf_4117";"urbano"
"cpf_4118";"urbano"
"cpf_4119";"urbano"
"cpf_4120";"urbano"
"cpf_4121";"urbano"
"cpf_4122";"urbano"
"cpf_4123";"urbano"
"cpf_4124";"urbano"
"cpf_4125";"urbano"
"cpf_4126";"urbano"
"cpf_4127";"urbano"
"cpf_4128";"rural"
"cpf_4129";"urbano"
"cpf_4130";"urbano"
"cpf_4131";"urbano"
"cpf_4132";"rural"
"cpf_4133";"urbano"
"cpf_4134";"rural"
"cpf_4135";"urbano"
"cpf_4136";"urbano"
"cpf_4137";"urbano"
"cpf_4138";"urbano"
"cpf_4139";"urbano"
"cpf_4140";"urbano"
"cpf_4141";"urbano"
"cpf_4142";"urbano"
"cpf_4143";"urbano"
"cpf_4144";"rural"
"cpf_4145";"urbano"
"cpf_4146";"urbano"
"cpf_4147";"urbano"
"cpf_4148";"urbano"
"cpf_4149";"urbano"
"cpf_4150";"rural"
"cpf_4151";"urbano"
"cpf_4152";"urbano"
"cpf_4153";"urbano"
"cpf_4154";"urbano"
"cpf_4155";"urbano"
"cpf_4156";"urbano"
"cpf_4157";"rural"
"cpf_4158";"urbano"
"cpf_4159";"urbano"
"cpf_4160";"urbano"
"cpf_4161";"urbano"
"cpf_4162";"urbano"
"cpf_4163";"urbano"
"cpf_4164";"urbano"
"cpf_4165";"urbano"
"cpf_4166";"urbano"
"cpf_4167";"urbano"
"cpf_4168";"urbano"
"cpf_4169";"urbano"
"cpf_4170";"urbano"
"cpf_4171";"urbano"
"cpf_4172";"urbano"
"cpf_4173";"rural"
"cpf_4174";"urbano"
"cpf_4175";"urbano"
"cpf_4176";"urbano"
"cpf_4177";"urbano"
"cpf_4178";"rural"
"cpf_4179";"urbano"
"cpf_4180";"rural"
"cpf_4181";"rural"
"cpf_4182";"urbano"
"cpf_4183";"rural"
"cpf_4184";"urbano"
"cpf_4185";"urbano"
"cpf_4186";"urbano"
"cpf_4187";"urbano"
"cpf_4188";"urbano"
"cpf_4189";"urbano"
"cpf_4190";"urbano"
"cpf_4191";"urbano"
"cpf_4192";"urbano"
"cpf_4193";"urbano"
"cpf_4194";"urbano"
"cpf_4195";"urbano"
"cpf_4196";"urbano"
"cpf_4197";"urbano"
"cpf_4198";"urbano"
"cpf_4199";"urbano"
"cpf_4200";"urbano"
"cpf_4201";"urbano"
"cpf_4202";"urbano"
"cpf_4203";"urbano"
"cpf_4204";"urbano"
"cpf_4205";"urbano"
"cpf_4206";"rural"
"cpf_4207";"urbano"
"cpf_4208";"urbano"
"cpf_4209";"urbano"
"cpf_4210";"urbano"
"cpf_4211";"urbano"
"cpf_4212";"rural"
"cpf_4213";"urbano"
"cpf_4214";"rural"
"cpf_4215";"urbano"
"cpf_4216";"urbano"
"cpf_4217";"urbano"
"cpf_4218";"urbano"
"cpf_4219";"urbano"
"cpf_4220";"urbano"
"cpf_4221";"urbano"
"cpf_4222";"rural"
"cpf_4223";"urbano"
"cpf_4224";"urbano"
"cpf_4225";"urbano"
"cpf_4226";"rural"
"cpf_4227";"urbano"
"cpf_4228";"urbano"
"cpf_4229";"urbano"
"cpf_4230";"urbano"
"cpf_4231";"urbano"
"cpf_4232";"urbano"
"cpf_4233";"urbano"
"cpf_4234";"urbano"
"cpf_4235";"urbano"
"cpf_4236";"urbano"
"cpf_4237";"urbano"
"cpf_4238";"urbano"
"cpf_4239";"rural"
"cpf_4240";"urbano"
"cpf_4241";"rural"
"cpf_4242";"urbano"
"cpf_4243";"rural"
"cpf_4244";"rural"
"cpf_4245";"urbano"
"cpf_4246";"urbano"
"cpf_4247";"rural"
"cpf_4248";"urbano"
"cpf_4249";"urbano"
"cpf_4250";"urbano"
"cpf_4251";"urbano"
"cpf_4252";"urbano"
"cpf_4253";"urbano"
"cpf_4254";"urbano"
"cpf_4255";"urbano"
"cpf_4256";"urbano"
"cpf_4257";"urbano"
"cpf_4258";"urbano"
"cpf_4259";"urbano"
"cpf_4260";"urbano"
"cpf_4261";"urbano"
"cpf_4262";"urbano"
"cpf_4263";"urbano"
"cpf_4264";"urbano"
"cpf_4265";"urbano"
"cpf_4266";"rural"
"cpf_4267";"urbano"
"cpf_4268";"urbano"
"cpf_4269";"urbano"
"cpf_4270";"urbano"
"cpf_4271";"urbano"
"cpf_4272";"urbano"
"cpf_4273";"urbano"
"cpf_4274";"urbano"
"cpf_4275";"urbano"
"cpf_4276";"urbano"
"cpf_4277";"rural"
"cpf_4278";"urbano"
"cpf_4279";"urbano"
"cpf_4280";"urbano"
"cpf_4281";"rural"
"cpf_4282";"urbano"
"cpf_4283";"urbano"
"cpf_4284";"rural"
"cpf_4285";"urbano"
"cpf_4286";"rural"
"cpf_4287";"rural"
"cpf_4288";"urbano"
"cpf_4289";"urbano"
"cpf_4290";"urbano"
"cpf_4291";"urbano"
"cpf_4292";"urbano"
"cpf_4293";"urbano"
"cpf_4294";"urbano"
"cpf_4295";"urbano"
"cpf_4296";"rural"
"cpf_4297";"urbano"
"cpf_4298";"urbano"
"cpf_4299";"urbano"
"cpf_4300";"urbano"
"cpf_4301";"urbano"
"cpf_4302";"urbano"
"cpf_4303";"urbano"
"cpf_4304";"rural"
"cpf_4305";"rural"
"cpf_4306";"urbano"
"cpf_4307";"rural"
"cpf_4308";"urbano"
"cpf_4309";"rural"
"cpf_4310";"urbano"
"cpf_4311";"urbano"
"cpf_4312";"urbano"
"cpf_4313";"urbano"
"cpf_4314";"urbano"
"cpf_4315";"urbano"
"cpf_4316";"urbano"
"cpf_4317";"urbano"
"cpf_4318";"rural"
"cpf_4319";"rural"
"cpf_4320";"rural"
"cpf_4321";"urbano"
"cpf_4322";"urbano"
"cpf_4323";"urbano"
"cpf_4324";"urbano"
"cpf_4325";"urbano"
"cpf_4326";"urbano"
"cpf_4327";"urbano"
"cpf_4328";"urbano"
"cpf_4329";"urbano"
"cpf_4330";"urbano"
"cpf_4331";"urbano"
"cpf_4332";"urbano"
"cpf_4333";"urbano"
"cpf_4334";"urbano"
"cpf_4335";"urbano"
"cpf_4336";"urbano"
"cpf_4337";"urbano"
"cpf_4338";"urbano"
"cpf_4339";"urbano"
"cpf_4340";"urbano"
"cpf_4341";"urbano"
"cpf_4342";"rural"
"cpf_4343";"rural"
"cpf_4344";"urbano"
"cpf_4345";"urbano"
"cpf_4346";"urbano"
"cpf_4347";"urbano"
"cpf_4348";"urbano"
"cpf_4349";"urbano"
"cpf_4350";"urbano"
"cpf_4351";"urbano"
"cpf_4352";"urbano"
"cpf_4353";"urbano"
"cpf_4354";"urbano"
"cpf_4355";"urbano"
"cpf_4356";"urbano"
"cpf_4357";"urbano"
"cpf_4358";"urbano"
"cpf_4359";"urbano"
"cpf_4360";"urbano"
"cpf_4361";"urbano"
"cpf_4362";"urbano"
"cpf_4363";"urbano"
"cpf_4364";"urbano"
"cpf_4365";"urbano"
"cpf_4366";"urbano"
"cpf_4367";"urbano"
"cpf_4368";"urbano"
"cpf_4369";"urbano"
"cpf_4370";"urbano"
"cpf_4371";"urbano"
"cpf_4372";"urbano"
"cpf_4373";"urbano"
"cpf_4374";"urbano"
"cpf_4375";"urbano"
"cpf_4376";"urbano"
"cpf_4377";"urbano"
"cpf_4378";"urbano"
"cpf_4379";"urbano"
"cpf_4380";"urbano"
"cpf_4381";"urbano"
"cpf_4382";"rural"
"cpf_4383";"urbano"
"cpf_4384";"urbano"
"cpf_4385";"urbano"
"cpf_4386";"urbano"
"cpf_4387";"urbano"
"cpf_4388";"urbano"
"cpf_4389";"urbano"
"cpf_4390";"urbano"
"cpf_4391";"urbano"
"cpf_4392";"urbano"
"cpf_4393";"urbano"
"cpf_4394";"urbano"
"cpf_4395";"rural"
"cpf_4396";"rural"
"cpf_4397";"urbano"
"cpf_4398";"rural"
"cpf_4399";"rural"
"cpf_4400";"rural"
"cpf_4401";"urbano"
"cpf_4402";"rural"
"cpf_4403";"urbano"
"cpf_4404";"rural"
"cpf_4405";"urbano"
"cpf_4406";"urbano"
"cpf_4407";"urbano"
"cpf_4408";"urbano"
"cpf_4409";"urbano"
"cpf_4410";"urbano"
"cpf_4411";"urbano"
"cpf_4412";"urbano"
"cpf_4413";"urbano"
"cpf_4414";"urbano"
"cpf_4415";"urbano"
"cpf_4416";"urbano"
"cpf_4417";"urbano"
"cpf_4418";"urbano"
"cpf_4419";"rural"
"cpf_4420";"urbano"
"cpf_4421";"rural"
"cpf_4422";"urbano"
"cpf_4423";"urbano"
"cpf_4424";"urbano"
"cpf_4425";"urbano"
"cpf_4426";"urbano"
"cpf_4427";"urbano"
"cpf_4428";"urbano"
"cpf_4429";"urbano"
"cpf_4430";"urbano"
"cpf_4431";"rural"
"cpf_4432";"rural"
"cpf_4433";"urbano"
"cpf_4434";"urbano"
"cpf_4435";"urbano"
"cpf_4436";"urbano"
"cpf_4437";"urbano"
"cpf_4438";"rural"
"cpf_4439";"urbano"
"cpf_4440";"urbano"
"cpf_4441";"rural"
"cpf_4442";"urbano"
"cpf_4443";"urbano"
"cpf_4444";"urbano"
"cpf_4445";"urbano"
"cpf_4446";"urbano"
"cpf_4447";"urbano"
"cpf_4448";"urbano"
"cpf_4449";"urbano"
"cpf_4450";"urbano"
"cpf_4451";"urbano"
"cpf_4452";"urbano"
"cpf_4453";"urbano"
"cpf_4454";"urbano"
"cpf_4455";"urbano"
"cpf_4456";"urbano"
"cpf_4457";"urbano"
"cpf_4458";"rural"
"cpf_4459";"urbano"
"cpf_4460";"urbano"
"cpf_4461";"urbano"
"cpf_4462";"urbano"
"cpf_4463";"urbano"
"cpf_4464";"urbano"
"cpf_4465";"urbano"
"cpf_4466";"urbano"
"cpf_4467";"rural"
"cpf_4468";"urbano"
"cpf_4469";"rural"
"cpf_4470";"urbano"
"cpf_4471";"urbano"
"cpf_4472";"urbano"
"cpf_4473";"urbano"
"cpf_4474";"urbano"
"cpf_4475";"urbano"
"cpf_4476";"urbano"
"cpf_4477";"urbano"
"cpf_4478";"urbano"
"cpf_4479";"rural"
"cpf_4480";"urbano"
"cpf_4481";"urbano"
"cpf_4482";"urbano"
"cpf_4483";"urbano"
"cpf_4484";"urbano"
"cpf_4485";"urbano"
"cpf_4486";"urbano"
"cpf_4487";"urbano"
"cpf_4488";"urbano"
"cpf_4489";"urbano"
"cpf_4490";"urbano"
"cpf_4491";"urbano"
"cpf_4492";"urbano"
"cpf_4493";"urbano"
"cpf_4494";"urbano"
"cpf_4495";"urbano"
"cpf_4496";"urbano"
"cpf_4497";"urbano"
"cpf_4498";"urbano"
"cpf_4499";"rural"
"cpf_4500";"urbano"
"cpf_4501";"urbano"
"cpf_4502";"urbano"
"cpf_4503";"urbano"
"cpf_4504";"urbano"
"cpf_4505";"urbano"
"cpf_4506";"urbano"
"cpf_4507";"urbano"
"cpf_4508";"urbano"
"cpf_4509";"urbano"
"cpf_4510";"urbano"
"cpf_4511";"urbano"
"cpf_4512";"urbano"
"cpf_4513";"urbano"
"cpf_4514";"urbano"
"cpf_4515";"rural"
"cpf_4516";"urbano"
"cpf_4517";"urbano"
"cpf_4518";"urbano"
"cpf_4519";"urbano"
"cpf_4520";"urbano"
"cpf_4521";"rural"
"cpf_4522";"urbano"
"cpf_4523";"rural"
"cpf_4524";"urbano"
"cpf_4525";"urbano"
"cpf_4526";"urbano"
"cpf_4527";"urbano"
"cpf_4528";"rural"
"cpf_4529";"urbano"
"cpf_4530";"urbano"
"cpf_4531";"urbano"
"cpf_4532";"rural"
"cpf_4533";"urbano"
